60500;'Zx4rcY0f6IE';'1. GHA Test Region';;1
60501;'uj3fHx7C6E2';'GHA Outlet 1';60500;2
60502;'dm98fTCLMXV';'GHA Outlet 2';60500;2
60503;'iXvuBdsooos';'GHA outlet 1 test 1';60501;3
60504;'UCxnWtqjgpZ';'GHA outlet 1 test 2';60501;3
60505;'geKLPV8TN69';'GHA outlet 2 test 1';60502;3
60506;'rn0Ph9hf1p3';'GHA outlet 2 test 2';60502;3
60507;'MIVp4sf7NDw';'Ashanti';;1
60508;'XwvuvfJG1iY';'Upper East';;1
60509;'Dc2e7sGhtyU';'Eastern';;1
60510;'P8T5rB556W8';'Upper West';;1
60511;'GewnAwhLql5';'Brong Ahafo';;1
60513;'YHOXAGgvbHl';'Ejisu-Juaben';60507;2
60514;'HyaQ4EP2pRr';'Sekyere-Afram Plains';60507;2
60515;'vsLag01tPyO';'Builsa North';60508;2
60516;'eUDJP7N21MR';'Kasena-Nankana Municipal';60508;2
60517;'VKnyzTGj2nm';'Nsawam-Adoagyiri';60509;2
60518;'vyRPJPQ2R2W';'Akwapim South';60509;2
60519;'dTGOWbaC4S2';'Wa Municipal';60510;2
60520;'ip5bNE7AVlA';'Jirapa';60510;2
60521;'VVKRgCNTPp3';'Atebubu-Amanten';60511;2
60522;'WAbNRlhylgV';'Sene West';60511;2
60524;'xkN2KPwGakg';'Achiase Health Centre (Ejisu Juaben)';60513;3
60525;'RDoqybnAbt5';'Peminase Clinic';60513;3
60526;'sFfZkqBf7JV';'Agyenkwa Hwereso Clinic';60513;3
60527;'jja94SPb8yL';'Ama Nyame Memorial Medical Centre';60513;3
60528;'vzpzKA3CSBm';'Bomfa Health Centre';60513;3
60529;'baoAd0dvc5g';'Huttel Health Center';60513;3
60530;'ARDMuigjE2O';'Sda Clinic Nobewam';60513;3
60531;'Om3LmOQWybA';'Amponsah Konadu Maternity';60513;3
60532;'UDRefp5TLNI';'Apromase Clinic';60513;3
60533;'TTnVxX6anoJ';'Bonwire Clinic';60513;3
60534;'H3422B5N57Y';'Dakopon Hospital Kwamo';60513;3
60535;'WQz472nzNQS';'Divine Hospital Ejisu';60513;3
60536;'iN6cdczW5jb';'Ejisu Hospital';60513;3
60537;'K8w6luermx5';'Ernest Medical Centre Ltd';60513;3
60538;'OnK7oLiHzzh';'Fumesua Clinic';60513;3
60539;'sNsjagHrrIW';'Global Evangelical Hospital';60513;3
